Project,nome,mult,side,kernel_size,output_side,output_pixels,cycles,time_ns,pixels_per_cycle,macs_per_cycle
Conv4x4stream28-tcn16-06mac,Conv4x4stream28,6,32,4,29,841,19745,197465.0,0.04259306153456571,0.2555583692073943
