Project,nome,mult,side,extra,time_ns,cycles,Cell Count,Cell Area um^2,Net Area um^2,Total Area um^2,Flop Count,memory,register,latch,logic,bbox,clock,pad,pm,Subtotal,size,energy_nj
Conv4x4stream28-tcn16-06mac,Conv4x4stream28,06,32,,197465.0,19745,16564,25224.318,7987.41,33211.728,3464,0.0,0.805067,0.0,0.54091,0.0,0.0286499,0.0,0.0,1.37463,1024,271.44131295
