Project,nome,mult,extra,memory,register,latch,logic,bbox,clock,pad,pm,Subtotal
Conv3x3stream-if-ifn9-06mac,Conv3x3stream-if,06,,0.0,0.309852,0.0,0.589748,0.0,0.0496245,0.0,0.0,0.949225
Conv3x3stream-if-ifn9-12mac,Conv3x3stream-if,12,,0.0,0.267771,0.0,0.590451,0.0,0.0453916,0.0,0.0,0.903613
Conv3x3stream-if-ifn9-18mac,Conv3x3stream-if,18,,0.0,0.260082,0.0,0.675493,0.0,0.0440139,0.0,0.0,0.97959
