nome,mult,Project,cycles,Total Area um^2,Subtotal,energy_nj,delta_cycles,delta_area_um2,delta_power_mW,delta_energy_nj
Conv3x3stream-if,6,Conv3x3stream-if-ifn9-06mac,22059,19960.029,0.949225,209.413273375,,,,
Conv3x3stream-if,12,Conv3x3stream-if-ifn9-12mac,19359,25694.75,0.903613,174.953030995,-2700.0,5734.721000000001,-0.045611999999999986,-34.46024237999998
Conv3x3stream-if,18,Conv3x3stream-if-ifn9-18mac,18459,33294.557,0.97959,180.84700785,-900.0,7599.807000000001,0.07597699999999996,5.893976855000005
