Project,nome,mult,side,kernel_size,output_side,output_pixels,cycles,time_ns,pixels_per_cycle,macs_per_cycle
Conv4x4-tcn16-18mac,Conv4x4,18,32,4,29,841,19263,192645.343,0.04365882780459949,0.7858589004827908
