Project,architecture_mode,kernel_size,input_words,h_register_words,h_register_signals,t_register_words,t_register_signals,mac_lanes,output_words,total_estimated_words,source
Conv4x4-tcn16-18mac,standard,4,36,36,r_input_weight[36],36,r_conv_temp[36],18,16,124,rtl_r_declarations
