Project,category,power_mW,percent_of_subtotal
Conv4x4-tcn16-18mac,memory,0.0,0.0
Conv4x4-tcn16-18mac,register,0.196048,41.6223652699696
Conv4x4-tcn16-18mac,latch,0.0,0.0
Conv4x4-tcn16-18mac,logic,0.229645,48.75524398321925
Conv4x4-tcn16-18mac,bbox,0.0,0.0
Conv4x4-tcn16-18mac,clock,0.0453229,9.622369516109856
Conv4x4-tcn16-18mac,pad,0.0,0.0
Conv4x4-tcn16-18mac,pm,0.0,0.0
