file,memory,register,latch,logic,bbox,clock,pad,pm,Subtotal
ifn9-06m032p,0.0,0.555213,0.0,1.13135,0.0,0.0502597,0.0,0.0,1.73682
ifn9-06m062p,0.0,0.555213,0.0,1.13135,0.0,0.0502597,0.0,0.0,1.73682
ifn9-06m122p,0.0,0.607208,0.0,1.61806,0.0,0.0501493,0.0,0.0,2.27542
ifn9-06m242p,0.0,0.59825,0.0,1.58129,0.0,0.0501668,0.0,0.0,2.22971
