Project,category,power_mW,percent_of_subtotal
Conv3x3stream21-ifn9-06mac,memory,0.0,0.0
Conv3x3stream21-ifn9-06mac,register,0.308314,32.48330604564524
Conv3x3stream21-ifn9-06mac,latch,0.0,0.0
Conv3x3stream21-ifn9-06mac,logic,0.591186,62.286097186312745
Conv3x3stream21-ifn9-06mac,bbox,0.0,0.0
Conv3x3stream21-ifn9-06mac,clock,0.0496461,5.230607303828915
Conv3x3stream21-ifn9-06mac,pad,0.0,0.0
Conv3x3stream21-ifn9-06mac,pm,0.0,0.0
