Project,architecture_mode,kernel_size,input_words,h_register_words,h_register_signals,t_register_words,t_register_signals,mac_lanes,output_words,total_estimated_words,source
Conv3x3stream21-ifn9-06mac,stream,3,25,36,r_input_weight[36],12,r_transform_row[6]; r_inverse_row[6],6,9,82,rtl_r_declarations
